og_representation,mapping
आपटी बुद्रूक,Apati Budruk
आपटी खुर्द,Apati Khurd
आपटी खुर्दे,Apati Khurd
आपटी तर्फे बाऱ्हे,Apati Tarf Barhe
आपटी तर्फे चोण,Apati Tarf Chona
आपटी (तर्फे कोहोज),Apati Tarf Kohoja
आपेडे,apede
अप्परतुडील,Apparatudil
आपटाळ,Aptal
आपटाळे,Aptale
आपटाळे2)आपटाळे,Aptale
आपटाळे2)आपटाळे3)आपटाळे4)आपटाळे,Aptale
आपटाळे2)सुराळे,"Aptale , Surale"
आपटाळे2)वाणेवाडी,"Aptale ,Wanewadi"
अरळगुंडी,Aralagundi
आरळे,Arale
आरले,Arale
अरणगांव,Arangaon
अरणगांव2)अरणगांव,Arangaon
अरणगांव2)अरणगांव3)अरणगांव,Arangaon
आराठी,Arathi
आरावघर,Aravaghar
आरवंद,Aravand
आरदाळ,Ardal
आर्डव,Ardav
आरडे,Arde
आरडेवाडी,Ardewadi
आर्ढे,Ardhe
आरे बुद्रुक,Are Budruk
आरे खुर्द,Are Khurd
आरेळे,Arele
आरीवली,Arivali
अरिवली,Arivli
अर्जुनली,Arjunali
अर्जुनवाडा,Arjunawada
अर्जुनी,Arjuni
अर्जुनवाड,Arjunwad
अर्जूनवाडा,Arjunwada
अर्जुनवाडी,Arjunwadi
आरळगुंडी,Arligundi
अर्नाळा,Arnala
अर्नाळा किल्ला,Arnala Killa
आरूडेवाडी,Arudewadi
आरूडेवाडी2)आरूडेवाडी,Arudewadi
आरूडेवाडी2)आरूडेवाडी3)आरूडेवाडी4)आरूडेवाडी,Arudewadi
आरूडेवाडी2)आरूडेवाडी3)आरूडेवाडी4)आरूडेवाडी5)आरूडेवाडी6)आरूडेवाडी7)आरूडेवाडी8)आरूडेवाडी9)आरूडेवाडी,Arudewadi
आरुळ,Arul
अरवंद,Arvand
आर्वी,Arvi
&nbsp &nbsp आर्वी,Arvi
आर्वी2)आर्वी,Arvi
आसदे,Asade
असगणी,asagani
असगणी मोहल्ला,asagani Mohalla
असगोली,asagoli
असकवडी,Asakwadi
असकवडी2)असकवडी,Asakwadi
असकवडी2)असकवडी3)असकवडी4)असकवडी,Asakwadi
आसल,Asal
आसलपाडा,asalapada
आसलवाडी,asalavadi
असल्फा,Asalpha
आसनपोई,Asanapoi
असनस,Asanasa
असंडोली,Asandoli
आसाणे,Asane
आसनगांव,Asangao
आसनगाव,Asangaon
आसनगांव,Asangaon
आसनगाव बुद्रुक,Asangaon Budruk
आसनगाव खुर्द,Asangaon Khurd
आसरे,Asare
आसरोटी,Asaroti
आसवे,Asave
आसदे,Asde
आसदे2)आसदे,Asde
आसे,Ase
आसगांव,Asgaon
आसगोळी,Asgoli
आशागड,Ashagad
आशाणे,Ashane
आषाणे,Ashane
आशेळे,Ashele
आशिपी,Ashipi
आशिपी2)आशिपी,Ashipi
आशिपी2)आशिपी3)आशिपी4)आशिपी5)आशिपी6)आशिपी7)आशिपी8)आशिपी9)आशिपी10)आशिपी,Ashipi
आशिवली,Ashivali
अष्टमी,Ashtami
अष्टापूर,Ashtapur
&nbsp &nbsp अष्टापूर,Ashtapur
अष्टापूर2)अष्टापूर,Ashtapur
अष्टापूर2)पिंपरी सांडस,"Ashtapur , Pimpri Sandas"
आष्टे,Ashte
आ्ष्टे,Ashte
आष्टी,Ashti
आष्टी बुद्रुक,Ashti Budruk
आष्टी मोहल्ला,Ashti Mohalla
आस्करवाडी,Askarwadi
आस्करवाडी2)आस्करवाडी,Askarwadi
आस्करवाडी2)आस्करवाडी3)आस्करवाडी,Askarwadi
आसखेड बु ाा,Askhed
आसखेड बु ाा2)आसखेड बु ाा,Askhed
आसखेड बु ाा2)आसखेड बु ाा3)आसखेड बु ाा,Askhed
आसखेड खुर्द,Askhed Kurd
आसखेड खुर्द2)आसखेड खुर्द,Askhed Kurd
आसखेड खुर्द2)आसखेड खुर्द3)आसखेड खुर्द,Askhed Kurd
आसखेड खुर्द2)आसखेड खुर्द3)आसखेड खुर्द4)आसखेड खुर्द5)आसखेड खुर्द,Askhed Kurd
आसखेड खुर्द2)आसखेड खुर्द3)आसखेड खुर्द4)आसखेड खुर्द5)आसखेड खुर्द6)आसखेड खुर्द,Askhed Kurd
आस्कोत,Askot
असळज,Aslaj
अस्नोली,Asnoli
आस्नोली,Asnoli
्अस्नोली,Asnoli
अस्नोली दुगाड,Asnoli Dugad
अस्नोली कुंदे,Asnoli Kund
आस्नोली तर्फे दुगाड,Asnoli Tarf dugad
अस्नोली तर्फे कुंदे,Asnoli Tarf Kunde
आसोडे,Asode
आसोळे,Asole
असोंड,asond
असोरे,Asore
आसोसा,Asosa
आसोसे,Asose
आस्ष्टे,Asshte
अस्तान,Astan
आसुद,asud
आसुडगाव,Asudgaon
आसूडगाव,Asudgaon
आसुफ,Asuph
असुर्डे,asurde
आसुर्ले,Asurle
अस्वाली,Asvali
आटगांव,atagao
आतगांव,atagao
अटाळी,Atali
आटाळी,Atali
आटेगाव,Ategao
आटगाव,Atgaon
अतिग्रे,Atigre
अटिवली,ativali
आटीवली (उसर),Ativali Usar
आत्करगाव,Atkargaon
आतकरवाडी,Atkarwadi
आतकीरवाडी,Atkiriwadi
आतोणे,Atone
अतवण,Atvan
आतवण,Atwan
अत्याळ,Atyal
औंदे,Aunde
औंध 2) औंध,Aundh
&nbsp &nbsp औंध,Aundh
Village Name Aundh,Aundh
औंध,Aundh
औंध2)औंध,Aundh
औंध2)औंध3)औंध,Aundh
औंध2)बोपोडी,"Aundh , Bopodi"
औंध 2) कोथरूड,"Aundh , Kothrud"
औंध2)कोथरूड3)कोथरूड,"Aundh , Kothrud ,"
औंध2)पिंपळे निलख,"Aundh , Pimple Nilakh"
औंध2)पिंपरी वाघेरे,"Aundh , Pimpri Waghere"
औंध2)येरवडा,"Aundh , Yervada"
औंढे खुर्द,Aundhe Khurd
औंढे खुर्द2)औंढे खुर्द,Aundhe Khurd
औरंगपूर,Aurangpur
औरंगपूर2)पारगांव तर्फे आळे,"Aurangpur , Pargaon"
औरनाळ,Aurnal
औरवाड,Aurwad
औताडे हाडेवाडी,"Autade , Handewadi"
&nbsp &nbsp औताडे हाडेवाडी,"Autade , Handewadi"
औताडे हाडेवाडी2)औताडे हाडेवाडी,Authade Handewadi
औताडे हाडेवाडी2)औताडे हाडेवाडी3)वानवडी4)उरळी देवाची5)उरळी देवाची6)वानवडी,Authade Handewadi
औताडे हाडेवाडी2)वडाची वाडी,"Authade Handewadi , Wadachi Wadi"
अवचितवाडी,Avachitwadi
आवढांण,Avadhan
आवढाणी,Avadhani
आवळस,Avalas
आवळवटे,Avalavate
आवळे,Avale
आवाळे,Avale
आवळेगाव,Avalegaon
आवळी,Avali
आवळी खुर्द,Avali Khurd
आवंढाणी,avandhani
आवंढे,Avandhe
आवंंढे,Avandhe
आवंडी,Avandi
आवंडी,Avandi
आवारपाडा,Avarapada
आवरे,Avare
आवास,Avas
अवसरवाडी,Avasarawadi
अवसरे,Avasare
अवसरी बुद्रुक,Avasari Budruk
आवाशी,Avashi
आवेटी,Aveti
आव्हंडे,Avhande
आव्हंडे2)आव्हंडे,Avhande
आव्हंडे2)आव्हंडे3)आव्हंडे4)आव्हंडे5)आव्हंडे6)आव्हंडे,Avhande
आव्हंडे2)आव्हंडे3)आव्हंडे4)आव्हंडे5)आव्हंडे6)आव्हंडे7)आव्हंडे,Avhande
आव्हाट,Avhat
आव्हाट2)आव्हाट3)आव्हाट4)आव्हाट5)आव्हाट6)आव्हाट7)आव्हाट,Avhat
आव्हाट2)आव्हाट3)आव्हाट4)आव्हाट5)आव्हाट6)आव्हाट7)आव्हाट8)आव्हाट,Avhat
आव्हाट2)आव्हाट3)आव्हाट4)आव्हाट5)आव्हाट6)आव्हाट7)आव्हाट8)आव्हाट9)आव्हाट10)आव्हाट,Avhat
&nbsp &nbsp अवसरेनगर,Awasare Nagar
अवसरेनगर,Awasare Nagar
अवसरी,Awasari
अवसरी2)अवसरी,Awasari
अवसरी2)इंदापुर ग्रामिण,"Awasari , Indapur Gramin"
अवसरी खुर्द,Awasari Khurd
अवसरी खुर्द2)अवसरी खुर्द,Awasari Khurd
अवसरी खुर्द2)अवसरी खुर्द3)अवसरी खुर्द4)अवसरी खुर्द5)अवसरी खुर्द,Awasari Khurd
अवसरी खुर्द2)मंचर,"Awasari Khurd , Manchar"
अवसरी खुर्द2)शिंदेमळा,"Awasari Khurd ,Shinde Mala"
आव्हाळवाडी,Awhalwadi
आव्हाळवाडी2)आव्हाळवाडी,Awhalwadi
आव्हाळवाडी2)मांजरी खुर्द3)आव्हाळवाडी4)आव्हाळवाडी5)आव्हाळवाडी6)आव्हाळवाडी7)आव्हाळवाडी8)कोलवडी,"Awhalwadi , Kolwadi"
आव्हाळवाडी2)कोलवडी3)मांजरी खुर्द,"Awhalwadi , Kolwadi , Manjri Khurd"
आव्हाळवाडी2)वाघोली (आव्हाळवाडी),"Awhalwadi , Wagholi ( Awhalwadi )"
आयरे,Ayare
बाबरे,Babare
बावधन खुर्द 2) कोथरूड,"Babdhan Khurd , Kothrud"
बाभळे,Babhale
बाभुळवाडी,Babhul Wadi
बाभुळवाडी2)टाव्हरेवाडी,"Babhul Wadi , Tavharewadi"
बाभूळगांव,Babhulgaon
बाभूळसर बुद्रुक,Babhulsar Budruk
बाभूळसर बुद्रुक2)बाभूळसर बुद्रुक,Babhulsar Budruk
बाभूळसर बुद्रुक2)बाभूळसर बुद्रुक3)बाभूळसर बुद्रुक,Babhulsar Budruk
बाभूळसर बुद्रुक2)बाभूळसर बुद्रुक3)बाभूळसर बुद्रुक4)बाभूळसर बुद्रुक,Babhulsar Budruk
