word,translation,confusion,frequency,example
बामोली,Bamoli,,1,बामोली
बमरौली,Bamrauli,,15,बमरौली
बमरोली,Bamroli,,2,बमरोली अहीर
बन,Ban,,1,"अवैरनी, छौली, बन्दी"
बना,Bana,,8,"खिरारी, बना, बना, सीयरा, इटौली"
बन्द,Band,,2,"अवैरनी, छौली, बन्दी"
बंड़ौस,Bandaus,,1,बंड़ौस
बांध,Bandh,,1,"स्वामी ,बांध"
बाँधनू,Bandhanu,y,1,बाँधनू
बन्दी,Bandi,,6,"अवैरनी, छौली, बन्दी"
बन्दीद्वार,Bandidwar,,1,बन्दीद्वार
बण्डपुरा,Bandpura,,1,"बण्डपुरा,फ्रीगंज"
बांई,Banee,y,1,गढी बांईपुर खसरा नं0 1 से 800 तक
बांईपुर,Baneepur,y,3,गढी बांईपुर खसरा नं0 1 से 800 तक
बांगडी,Bangadi,,1,बांगडी काम्‍पलैक्‍स
बाँगर,Bangar,y,10,रूपनगर बाँगर
बांगर,Bangar,,544,अक बरपुर बांगर
बांगर/खादर,Bangar/Khadar,,4,बढा बांगर/खादर
बंगस,Bangas,,1,गढी बंगस
बांगकला,Bangkala,,4,बांगकला
बनी,Bani,,2,बनी इसराइल
बनिया,Baniya,,2,बनिया गली
बनियांपाड़ा,Baniyanpada,y,1,बनियांपाड़ा
बैंक,Bank,,20,"केनरा बैंक गली,फकीर बस्ती,वैश्य मौहल्ला"
बांके,Banke,,16,बांके बिहारि ग्रीन
बांकेबिहारी,Bankebihari,,3,बांकेबिहारी कुंज सिहाना
बांकेबिहारीपुरम,Bankebihari puram ,,1,बांकेबिहारीपुरम
बांकेविहारी,Bankevihari,,1,बांकेविहारी कालौनी
बनखण्डी,Bankhandi,,2,बनखण्डी
बांस,Bans,y,5,नया बांस 1
बाँस,Bans,y,2,"नगला तुलसी, नया बाँस"
बंसल,Bansal,,4,बंसल कालोनी
बन्शै,Banshai,,12,"खजूरी, बन्शै, बिचपुरी पोलुआ, भोजुआ"
बापू,Bapu,,2,बापू नगर
बारह,Barah,,3,गली बारह भाई
बाराहघाट,Barah ghat,,1,बाराहघाट
बराहघाट,Barahghat,,1,इस्क्‌ान पुलस चौकी से बराहघाट तिराहे
बारहपुरा,Barahpura,,1,बारहपुरा
बरैन्डा,Barainda,,3,बरैन्डा
बरक,Barak,,1,बरका
बरामद,Baramad,,1,मुहाल बरामद छावनी
बरारा,Barara,,1,बरारा
बरारी,Barari,,4,गुबरारी
बारऊ,Barau,y,2,कांदऊ बारऊ 1
बरौदा,Barauda,y,12,"डावली, बरौदा सदर"
बरौली,Barauli,,14,"अभुआपुराT.Aअंदर, अभैदोपुरा, बरौली, मोरी"
बरौठ,Barauth,,7,गुबरौठ
बरबर,Barbar,,9,"औरंगपुर, सालेहनगर बरबर"
बरचावली,Barchavali,,1,बरचावली
बरहा,Barha,,3,बरहा
बरहन,Barhan,,5,नई बस्ती बरहन रोड
बरहाना,Barhana,,9,बरहाना
बरहरा,Barhara,,2,बरहरा खादर
बरी,Bari,,6,नगला बरी
बारी,Bari,,1,बारी गली
बरिगबाँ,Barigaba,y,1,बरिगबाँ बुजुर्ग
बरिगवां,Barigava,y,2,बरिगवां खुर्द
बरका,Barka,,12,बरका
बरखण्ड,Barkhand,,1,"कृष्णा कॉलोनी,बरखण्ड आश्रम"
बर्नामई,Barnamaee,y,9,"उऩ्देरा, बदनपुर बर्नामई"
बरोली,Baroli,,2,बरोली अहीर
बरपुर,Barpur,,3,अकबरपुर
बरसाना,Barsana,,9,चेतराम बरसाना वाली गली के दाेनो साइड
बरसानारोड,Barsana road,,1,डीग रोड से बरसानारोड पर रेलवे फ ा
बरतरा,Bartara,,8,"डाढ़की, मंगलपुरा बरतरा, बसई कलॉ"
बरूआ,Baruaa,y,1,बरूआ नगर‚चित्रगुप्त नगर
बरूवर,Baruvar,,1,सालेहनगर बरूवर
बरवारी,Barvari,,1,गढी बरवारी
बास,Bas,,1,अब्बास नगर
बसई,Basai,y,68,"अयेला, बसई खेरागढ्"
बसईखेरागढ,Basai kheragadh,y,1,बसईखेरागढ
बसैडी,Basaidi,,1,बसैडी रोड के पास न्यू आबादी
बसैरा,Basaira,,1,बसैरा बैकुन्ठ
बसैरी,Basairi,,5,बसैरी चाहर
बसैया,Basaiya,,8,"अखवाई, बसैया जोतराज"
बसन्त,basant,,4,बसन्त बिहार
बसंत,Basant,,3,बसंत बिहार
बसाऊ,Basau,,3,बसाऊ खादर
बसौंती,Basaunti,,1,बसौंती
बसौती,Basauti,,1,छटीकरा चौराह ेसे राल होकर बसौती की अन्तिम सीमा तक
बसेला,Basela,,4,भंकरपुर बसेला
बसेंया,Basenya,,4,बसेंया राजपूत
बसेरा,Basera,,14,बसेरा एन्कलेव
बसेरी,Baseri,,5,"नयावास, बसेरी सिकन्दर"
बसेरीकाजी,Baserikaji,,3,बसेरीकाजी
बासी,Basi,,1,नगला बासी
बस्ती,Basti,,33,"कच्चा गढ महन्त कॉलोनी,हॉस्पीटल के आसपास की बस्ती"
बसती,Basti,,1,कोयला वाली बसती
बस्‍ती,Basti ,,1,हरिजन बस्‍ती
बसुआ,Basuaa,y,2,नगला बसुआ
बटेश्वर,Bateshravar,y,1,बटेश्वर
बठैन,Bathain,,19,अम्बेडकर क ालोनी बठैन रोड
बठैनगेट,Bathain gate,,1,बठैनगेट के उत्तरी भाग से छिददी की दूकान के सामने का एरिया
बठैनरोड,Bathain road,,1,अम्बेडकर कालौनी बठैनरोड
बटटूमल,Battumal,,2,गली बटटूमल
बटवृक्ष,Batvruksh,,1,न्यू नगला उदैया रोड निरंजन की धर्मशाला तिराहे से न0 उदैया रोड पीपल के बटवृक्ष देवस्थान तक
बौद्वनगर,Baudva nagar,,1,बौद्वनगर
बौहरा,Bauhara,,2,नगला बौहरा
बौहरे,Bauhare,,2,बौहरे की मिल की गली
बौहरेवाला,Bauharevala,,1,बौहरेवाला जाटव
बावरपुर,Bavarpur,,4,"गौहर्रा, बावरपुर"
बवूरी,Bavuri,,1,बवूरी शर्की
ब्बांगर,Bbangar,y,1,उझानी ब्बांगर
बेद्‍य,Bedya,,1,रमेश बेद्‍य कालोनी
बीधा,Beedha,,1,बीधा नगर
बीमा,Beema,,3,श्वादेशी बीमा नगर
बीसलपुर,Beesalpur,,4,बीसलपुर
बेगम,Begam,,2,बेगम डियोढी
बेगमपुर,Begampur,,8,बेगमपुर
बेल,Bel,,1,जगनपुरबेला
बेला,Bela,,1,जगनपुरबेला
बेलनगंज,Belanganj,,2,बेलनगंज
बंगाली,Bengali,,3,बंगाली क ालौनी
बेनी,Beni,,1,नागला बेनी प्रसाद
बेरा,Bera,,2,बेरा
बेरी,Beri,,20,"कागारौल, बेरी चाहर"
बेर,Beri,,1,"कागारौल, बेरी चाहर"
बेरीचाहर,Berichahar,,1,बेरीचाहर
बेरूक,Beruk,,1,बेरूक ा
बेरुका,Beruka,,1,बेरुका
बेस्ट,Best,,1,प्रताप नगर बेस्ट
भाबना,Bhabana,,1,भाबना मल्टी फ्लेट्स
भाब्नना,Bhabnna,y,1,भाब्नना टावर
भाड,Bhad,,1,भाड़ई
भाड़ई,Bhadaee,y,1,भाड़ई
भदाल,Bhadal,,4,भदाल इच्छा
भाडंई,Bhadanee,y,1,भाडंई
भदनवारा,Bhadanvara,,1,भदनवारा
भदार,Bhadar,,1,भदार
भदौरा,Bhadaura,,1,भदौरा
भदौरिया,Bhadauriya,,6,आनन्द नगर गढी भदौरिया
भदावल,Bhadaval,,1,भदावल
भदावर,Bhadavar,,2,भदावर पैलेस
भदाया,Bhadaya,,1,भदाया
भदेरूआ,Bhaderuaa,y,1,भदेरूआ
